
"MVFCRUS","199513","700","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","199613","700","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","199713","711","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","199813","721","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","199913","732","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","200013","720","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","200113","695","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","200213","719","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","200313","718","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","200413","714","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","200513","706","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","200613","698","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","200713","693","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","200813","667","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","200913","661","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","201013","681","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","201113","665","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","201213","665","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","201313","663","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","201413","666","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","201513","656","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","201613","658","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","201713","653","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","201813","651","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","201913","651","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","202013","577","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","202113","617","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
